Client_ID,Balance_Limit_V1,Gender,EDUCATION_STATUS,MARITAL_STATUS,AGE,PAY_JULY,PAY_AUG,PAY_SEP,PAY_OCT,PAY_NOV,PAY_DEC,DUE_AMT_AUG,PAID_AMT_JULY,PAID_AMT_AUG,PAID_AMT_SEP,PAID_AMT_OCT,PAID_AMT_NOV,PAID_AMT_DEC,Ability_to_pay_AUG,Ability_to_pay_SEP,Ability_to_pay_OCT,Ability_to_pay_NOV,Ability_to_pay_DEC,AVG_PAID_AMT,NEXT_MONTH_DEFAULT
A223,400000,0,2,1,0,0,0,0,0,0,0,85061,6930,3650,2989,3130,11550,11550,-85061,-83818,-84738,-85817,-95195,6633.166666666667,0
A224,500000,1,2,1,1,1,2,2,2,0,0,223067,0,20790,0,9240,10395,9240,-264647,-237974,-250552,-237570,-243717,8277.5,0
A228,300000,0,2,0,2,0,0,0,0,0,0,252361,11550,11566,11550,11550,11550,11550,-252361,-226632,-171834,-173797,-182414,11552.666666666666,0
A229,500000,0,0,1,1,-2,-2,-2,-2,-2,-2,2130,2130,7410,34673,10568,16814,0,12690,61954,-13537,23060,-16814,11932.5,0
A230,200000,0,2,0,0,0,0,0,0,0,0,97159,5147,5775,3835,3366,3003,3095,-97159,-97787,-87484,-82578,-77688,4036.8333333333335,0
A231,400000,0,2,1,0,0,0,0,0,0,0,253874,9309,10626,9702,11550,11550,50663,-253874,-260187,-264430,-271554,-268168,17233.333333333332,0
A232,1000000,0,2,0,2,0,0,0,0,0,0,70136,6237,3544,3927,6930,6930,6930,-70136,-72504,-75211,-80894,-86445,5749.666666666667,1
A233,500000,0,2,0,0,0,0,0,0,0,0,157059,8085,5710,3888,4054,3830,8267,-157059,-131460,-131303,-118376,-97639,5639.0,0
A235,100000,0,2,0,0,2,2,2,2,2,2,70848,4791,0,5322,0,5544,0,-70848,-79611,-70649,-75498,-67762,2609.5,0
A237,1000000,0,1,0,2,2,-1,-1,-1,-1,-2,18556,18565,0,1271,0,0,0,-18556,1271,-1271,0,0,3306.0,1
A238,300000,0,0,0,1,0,0,0,0,0,0,261469,11550,13860,11550,11550,11550,11550,-261469,-263601,-257780,-259951,-257962,11935.0,0
A239,200000,0,2,0,1,0,0,0,0,0,0,115209,11550,11550,11550,11550,11550,34650,-115209,-109330,-82206,-83606,-69249,15400.0,0
A240,400000,0,0,1,0,-1,-1,0,0,0,-1,31601,32060,9240,0,0,3026,0,-22361,-29679,-19508,-15865,-3026,7387.666666666667,0
A241,1000000,0,2,0,1,-2,-1,-1,2,2,3,3259,3259,2772,0,3416,0,0,-487,-3918,-10151,-6269,-5087,1574.5,0
A242,400000,1,2,1,0,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A243,500000,1,1,0,1,2,0,0,2,2,2,214805,9240,19173,9240,9240,19173,0,-214805,-230316,-252180,-277202,-253710,11011.0,1
A245,100000,0,0,1,0,-1,-1,2,0,0,0,38297,4479,3465,18972,2310,4620,7392,-34832,-78364,-57824,-59196,-62811,6873.0,1
A247,100000,1,2,1,0,2,0,0,0,2,2,33975,2931,7591,6655,2,1460,2,-33975,-40945,-46939,-47919,-44407,3106.8333333333335,0
A249,300000,0,2,1,0,2,2,2,2,0,0,263922,12243,8316,0,7854,8085,10381,-280554,-266357,-275361,-263961,-268727,7813.166666666667,1
A250,1000000,0,2,0,1,0,0,0,0,0,0,39778,2985,3010,1536,1599,3003,1469,-39778,-42114,-42950,-43858,-46124,2267.0,0
A251,200000,1,2,1,2,0,0,0,0,0,0,109774,5429,5593,688,1081,3809,3465,-109774,-112264,-17270,-18000,-9522,3344.1666666666665,0
A252,400000,0,0,1,0,0,0,0,0,0,0,229882,92400,7854,6930,7050,7369,7623,-229882,-178304,-180882,-184664,-188607,21537.666666666668,0
A254,500000,0,2,0,1,-1,-1,-1,-2,-1,-1,2518,2587,0,0,1340,1155,0,-2518,0,2680,-185,-1155,847.0,0
A255,200000,1,1,0,2,1,3,2,0,0,-1,10487,0,0,0,0,3403,3403,-10487,-9896,-6805,-3403,0,1134.3333333333333,1
A257,100000,1,1,1,0,0,0,0,0,0,0,15491,2772,2606,661,2310,2206,0,-15491,-17822,-18187,-20194,-22063,1759.1666666666667,0
A258,200000,0,2,1,0,2,2,3,2,3,2,184858,14784,0,14553,0,0,11550,-184858,-224137,-190762,-187232,-205897,6814.5,1
A259,1000000,1,2,0,3,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
A260,1500000,1,0,1,1,-2,-2,-1,0,0,0,55659,55717,36477,29586,18688,78794,208434,17295,-6653,-56620,-28053,-80765,71282.66666666667,0
A264,500000,1,1,0,1,-1,-1,-1,0,-1,-1,2289,2289,3040,0,3828,751,751,751,-3040,-751,-3077,0,1776.5,0
A265,1500000,0,0,0,1,-1,-1,-1,-1,-1,-1,30799,30799,3195,0,7277,30030,12705,-27604,-1585,8233,23710,-16369,14001.0,0
A266,100000,1,2,0,2,2,0,0,0,0,0,43289,3377,3158,1575,1448,0,0,-43289,-44682,-44819,-27099,0,1593.0,1
A267,1000000,0,2,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
A268,400000,1,2,1,0,0,0,0,-2,-2,-2,93902,2523,0,0,0,0,0,-93902,0,0,0,0,420.5,0
A269,1000000,1,0,1,0,0,0,0,0,0,0,332839,12656,12710,9686,11564,10402,9247,-332839,-333030,-282866,-278376,-276699,11044.166666666666,0
A270,200000,0,2,0,1,0,0,0,0,-1,0,186045,9240,5389,7004,65368,4620,4620,-186045,-177133,-78995,-58669,-66172,16040.166666666666,0
A272,1000000,0,2,1,0,1,2,0,0,3,2,209575,0,8085,34881,25,7228,25,-225745,-214130,-245371,-262647,-238560,8374.0,1
A273,400000,1,0,0,1,0,0,0,0,0,0,65489,11555,11550,33264,23100,9240,0,-65489,-58180,-83391,-50143,-18314,14784.833333333334,0
A274,200000,0,2,1,0,0,0,0,0,0,2,118214,11520,3837,4620,6930,0,7422,-118214,-115766,-78110,-79517,-88736,5721.5,0
A276,200000,0,2,0,1,0,0,0,0,0,0,166043,7743,7854,6699,6699,6699,5909,-166043,-166151,-164865,-164017,-164959,6933.833333333333,0
A277,100000,1,1,1,2,1,2,2,4,3,2,42693,0,5313,0,0,0,6517,-53319,-46960,-45313,-44590,-15374,1971.6666666666667,1
A278,400000,0,2,1,0,0,0,0,0,0,0,366077,15708,15015,13860,14322,14322,13860,-366077,-374934,-375287,-369796,-365525,14514.5,0
A279,400000,0,0,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
A280,100000,0,0,1,0,0,0,3,2,2,0,47648,9240,2,1504,0,1513,1508,-47648,-50677,-45512,-45518,-43343,2294.5,0
A281,400000,0,2,0,2,-2,-2,-1,-1,-1,-1,147905,153645,250226,31434,260744,9235,2583,352547,-217921,229310,-246406,-13305,117977.83333333333,0
A283,400000,0,0,1,1,-1,-1,-1,-1,-2,-2,10189,10189,1164,0,0,0,0,-9025,-1155,0,0,0,1892.1666666666667,0
A284,300000,0,1,0,2,1,-2,-1,-1,-2,-2,0,0,2310,0,0,0,0,4620,-2310,0,0,0,385.0,0
A285,1000000,0,0,1,0,0,0,0,0,0,0,214366,7715,7856,7900,8771,8030,6510,-214366,-217898,-222229,-227475,-228309,7797.0,0
A287,1000000,1,0,0,1,0,0,0,0,2,0,563853,234661,209660,115775,651,116507,125165,-563853,-485622,-410244,-586862,-336918,133736.5,0
A288,500000,0,0,1,2,1,-2,-1,-1,-2,-1,-14,0,2904,0,0,1568,973,5822,-2890,0,3136,-595,907.5,0
A289,100000,0,0,0,1,2,2,2,3,2,2,29838,3003,3465,0,0,5082,0,-36768,-32130,-30940,-40277,-34694,1925.0,1
A290,200000,0,2,1,0,0,0,0,0,0,0,93943,11550,4620,11550,15154,23100,31633,-93943,-70134,-51434,-42663,-49783,16267.833333333334,0
A291,1000000,0,2,0,1,-1,2,-1,0,-1,-1,961,0,1922,0,1307,961,961,-4805,-1922,-961,-346,0,858.5,0
A292,200000,0,2,1,0,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
A294,300000,1,1,0,2,-1,-1,-1,-1,-1,-1,672,672,0,1344,672,0,1344,-672,1344,-672,-672,1344,672.0,0
A295,100000,1,0,1,0,0,0,0,0,0,0,65445,3481,12793,2379,3465,3465,3465,-65445,-68820,-69545,-70035,-66955,4841.333333333333,0
A297,200000,0,2,0,1,2,2,2,0,0,0,188799,7161,0,4620,6930,0,173257,-188799,-191203,-177450,-162437,3604,31994.666666666668,1
A298,100000,0,2,1,0,0,0,0,0,0,0,43423,3363,2322,370,226,0,0,-43423,-44692,-18496,-11296,0,1046.8333333333333,0
A300,1000000,0,2,1,0,-1,-1,-1,4,3,2,0,0,1386,0,0,0,1585,1386,-1386,-1386,-693,-3517,495.1666666666667,1
A301,1000000,1,2,1,1,2,0,0,0,0,0,779098,32352,27729,28556,27734,22072,25422,-779098,-785751,-799038,-744208,-629385,27310.833333333332,1
A302,100000,0,1,0,1,1,2,0,0,2,0,65994,0,4620,5082,0,2541,2541,-75234,-67378,-70607,-72601,-60661,2464.0,0
A304,100000,1,2,1,0,1,3,2,2,0,0,39194,0,1802,0,2310,3696,2310,-44600,-39677,-42978,-39697,-42365,1686.3333333333333,1
A305,1500000,1,2,0,2,0,0,0,0,0,0,200557,11550,11550,11550,11550,11550,11550,-200557,-205341,-210081,-216537,-222749,11550.0,0
A308,500000,0,2,0,1,-2,-2,-2,-2,-2,-2,0,0,0,0,1508,0,0,0,0,3016,-1508,0,251.33333333333334,0
A309,300000,0,2,1,1,0,0,-1,0,0,-1,24248,4620,46567,1155,0,2587,4410,-24248,-45412,-16292,0,1823,9889.833333333334,0
A310,100000,0,2,1,0,0,0,0,0,0,0,20760,3195,2310,453,462,2310,0,-20760,-22185,-22638,-23100,0,1455.0,0
A311,1000000,0,2,0,2,-2,-2,-2,-2,-2,-2,8016,8016,0,0,0,0,3962,-8016,0,0,0,7924,1996.3333333333333,0
A312,300000,0,0,0,1,2,2,2,0,0,0,249635,18388,0,6930,6930,7161,6930,-249635,-205969,-183479,-185343,-183442,7723.166666666667,1
A313,500000,0,0,1,0,0,0,0,0,0,0,281286,12936,9240,7438,7854,7512,7854,-281286,-225398,-216593,-221275,-214495,8805.666666666666,0
A314,500000,0,0,0,1,0,-1,-1,0,0,0,13294,13370,19836,12275,11550,11550,13860,6542,-7561,-17976,-16140,-17699,13740.166666666666,0
A315,1000000,1,0,1,0,-1,-1,-1,-1,0,-1,3042,3049,4089,73329,2,6020,672,1047,69270,-73320,-8875,-4988,14526.833333333334,0
A316,1500000,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,0,2532,9,1388,0,1137,5066,-2511,699,-1381,2279,844.3333333333334,0
A317,1000000,1,2,0,2,-2,-2,-1,0,0,0,53684,58875,385179,138732,1294,41398,464620,716674,-246396,-497819,-319637,-50259,181683.0,0
A318,1500000,0,0,1,1,0,0,0,0,0,0,571221,58302,41605,30062,104063,46436,206611,-571221,-455641,-434382,-487271,-464559,81179.83333333333,0
A319,500000,1,0,1,0,-1,-1,-1,-1,-1,-1,13615,13673,6969,3973,6031,0,878,-6646,-2962,2069,-6015,880,5254.0,0
A320,500000,1,2,0,1,2,-1,-1,-1,-2,-2,7480,7480,6133,0,0,0,4541,-1347,-6133,-5082,0,9082,3025.6666666666665,1
A321,500000,0,2,1,0,-1,-1,-1,0,0,2,647,647,10647,217,3745,0,74,10000,-10430,-10864,-14608,-3893,2555.0,0
A323,100000,0,2,0,1,0,0,0,-2,-2,-2,12185,2945,0,0,0,0,0,-12185,0,0,0,0,490.8333333333333,0
A324,400000,0,0,1,0,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A325,200000,0,1,0,1,0,0,0,0,0,0,112931,4641,2726,2310,2310,804,2310,-112931,-108655,-28152,-23012,-23135,2516.8333333333335,0
A326,400000,1,2,1,1,1,2,2,0,0,0,304638,11578,0,9240,11550,9240,4865,-304638,-284530,-250196,-258912,-187946,7745.5,0
A327,400000,0,0,1,0,0,0,0,0,0,0,325530,15246,16170,12243,13860,12705,12705,-325530,-332806,-328900,-329884,-327177,13821.5,1
A328,200000,0,2,1,2,0,0,-2,-2,-2,-2,-18480,0,18480,0,0,0,0,18480,0,0,0,0,3080.0,0
A329,1500000,0,0,1,1,-2,-2,-2,-1,0,-1,2312,4620,11550,85985,0,186147,23458,20788,135514,-67570,-46419,-155992,51960.0,1
A331,1000000,0,2,0,1,0,0,0,2,0,0,11351,2479,4133,0,7912,2310,7912,-11351,-15315,-30592,-22456,-24449,4124.333333333333,0
A332,200000,1,2,1,0,1,2,0,0,0,0,112141,0,4389,3079,0,2308,0,-120919,-113553,-115246,-113054,-115361,1629.3333333333333,0
A333,300000,0,2,1,1,0,0,0,-2,-2,-2,11781,2310,0,0,0,0,0,-11781,0,0,0,0,385.0,0
A336,1000000,1,0,0,2,-1,-1,-1,0,0,-2,802,804,10162,42,0,0,0,9360,-9653,-8674,0,0,1834.6666666666667,0
A337,100000,0,1,0,1,0,0,0,0,0,0,87172,3738,4620,3465,3465,4620,2883,-87172,-84590,-80277,-76759,-74407,3798.5,1
A338,200000,1,0,1,1,1,2,2,2,2,2,47087,0,5775,0,4620,0,2310,-58637,-51354,-59081,-53659,-57075,2117.5,1
A339,200000,1,2,1,0,0,0,0,2,0,0,168394,8547,12465,14,2317,3347,2361,-168394,-83398,-72511,-67812,-67196,4841.833333333333,0
A340,100000,1,1,1,0,1,2,2,2,2,2,20201,2772,0,2079,0,4620,0,-20201,-23654,-21319,-29958,-20372,1578.5,0
A341,1500000,1,0,0,2,-1,-1,-1,-1,-1,-2,3500,3516,3453,42564,0,0,52368,-47,39127,-42352,263,104999,16983.5,1
A342,200000,1,2,1,1,0,-1,-1,-1,-1,-1,15593,15593,13361,12118,8686,26359,17175,-2232,-1243,-3432,17673,-9184,15548.666666666666,0
A344,200000,0,2,1,0,0,0,0,0,0,0,58605,3331,3241,2310,2123,4620,2310,-58605,-60825,-57170,-58371,-62017,2989.1666666666665,0
A347,200000,0,2,1,0,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,17787,0,0,0,0,35574,2964.5,1
A348,1000000,0,2,0,1,2,2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
A350,200000,1,1,1,1,2,0,0,0,2,2,134807,6468,5082,10857,6006,0,10164,-134807,-136272,-144828,-148182,-165777,6429.5,0
A351,1500000,1,0,1,1,1,-2,-2,-2,-2,-2,-2072,0,0,0,0,0,0,2072,2072,2072,2072,2072,0.0,0
A352,100000,1,2,0,1,1,3,2,2,2,2,52028,0,0,4158,0,4412,1802,-52028,-58820,-53814,-61453,-59760,1728.6666666666667,1
A353,100000,0,2,1,0,0,0,0,0,0,0,21266,2737,2379,2310,2310,4620,4620,-21266,-23218,-22754,-18974,-18605,3162.6666666666665,0
A354,1000000,0,0,1,1,-2,-2,-2,-1,-1,-1,0,0,0,347,347,4456,316167,0,694,0,4109,311711,53552.833333333336,0
A355,300000,1,0,0,1,0,0,2,2,2,2,98415,11550,6930,4620,4158,3696,4620,-98415,-112282,-113597,-114795,-118230,5929.0,0
A356,500000,1,1,0,1,0,0,0,0,0,0,176364,5877,3310,7447,1790,11550,4620,-176364,-117293,-117852,-60018,-23493,5765.666666666667,0
A357,1000000,0,2,0,2,0,0,0,0,0,0,862603,35814,32340,28875,27720,25410,32340,-862603,-839322,-670757,-668976,-665871,30416.5,0
A358,300000,1,2,1,0,0,0,0,0,2,0,98055,4620,5775,11319,0,4073,4620,-98055,-102490,-112386,-118760,-112844,5067.833333333333,0
A359,200000,0,1,0,0,0,0,0,2,0,0,88930,4052,6699,0,2922,1922,1155,-88930,-93888,-97623,-82368,-62402,2791.6666666666665,1
A360,400000,0,2,0,0,0,0,0,0,0,2,212261,9240,9240,18480,13860,0,5775,-212261,-193982,-177505,-180395,-167607,9432.5,1
A361,300000,1,2,1,1,0,0,0,0,0,2,134578,6930,4491,11550,8529,0,4620,-134578,-126355,-126662,-124031,-121809,6020.0,0
A362,400000,0,2,0,1,0,0,0,0,0,2,326636,13911,11601,11781,24255,0,23100,-326636,-317209,-318817,-332834,-361755,14108.0,0
A363,1000000,0,0,0,1,-1,-1,-1,-1,-1,2,10547,10547,12550,13222,3086,0,7316,2003,912,-10136,-3507,-17718,7786.833333333333,0
A365,1000000,1,2,0,1,0,0,0,0,0,0,950851,38924,35856,32340,33495,41596,29413,-950851,-897119,-900907,-919909,-946211,35270.666666666664,1
A366,400000,1,2,0,0,-1,-1,-1,2,-1,-1,16937,16955,18441,0,6847,11088,5435,1504,-18441,-21264,4241,-5632,9794.333333333334,1
A367,1500000,0,0,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
A369,300000,0,2,0,2,-1,-1,-1,-1,-1,-1,730,730,730,730,730,730,730,0,0,0,0,0,730.0,1
A370,300000,0,2,1,1,-1,0,0,0,0,0,110464,5269,2816,2689,1284,1374,1109,-110464,-107651,-108896,-37223,-36556,2423.5,0
A371,100000,1,1,1,1,-1,3,2,0,0,0,19945,0,0,9240,16170,0,0,-19945,-37607,-26565,-20790,0,4235.0,0
A372,100000,1,2,1,1,0,0,0,0,0,0,82093,5775,5117,2670,2772,6930,6930,-82093,-79369,-74960,-70762,-70751,5032.333333333333,1
A373,400000,0,2,0,1,0,0,0,0,0,0,108360,4851,4851,4389,4620,4620,4851,-108360,-110714,-112569,-115022,-117376,4697.0,0
A374,1000000,0,2,1,1,0,0,0,0,0,0,191178,8942,7244,6962,7214,7318,11215,-191178,-193199,-197001,-201132,-205193,8149.166666666667,0
A378,1000000,0,2,1,1,0,0,0,0,0,0,271917,9360,3927,3465,4620,1155,4620,-271917,-120030,-106738,-80970,-28958,4524.5,0
A380,100000,0,0,1,0,2,2,4,4,4,4,85,0,0,0,0,0,0,-85,-85,-85,-85,-85,0.0,0
A381,1000000,0,0,1,0,-1,-1,-1,0,-1,-1,10395,10474,33950,0,4946,2938,55620,23555,-33950,-24687,-1608,52682,17988.0,0
A382,100000,0,1,1,0,-1,-1,-1,0,0,-1,2691,2691,44641,892,852,924,11839,41950,-43749,-44608,-42573,10915,10306.5,0
A383,1000000,0,2,1,1,0,0,0,0,-1,-1,9201,2823,2310,2772,430,2772,0,-9201,-7893,-7547,2342,-2772,1851.1666666666667,0
A384,400000,1,1,0,2,0,0,0,0,0,0,94564,11550,4620,4620,6930,4620,4620,-94564,-78748,-80605,-85075,-87149,6160.0,0
A385,300000,0,2,0,1,1,2,0,0,2,2,23433,0,11550,11550,0,11550,0,-46533,-33532,-44805,-44578,-32608,5775.0,1
A386,500000,0,2,0,1,-1,-1,-1,-1,-1,-2,73084,73084,1779,4893,0,0,0,-71305,3114,-4869,0,0,13292.666666666666,1
A387,500000,0,0,0,1,-2,-2,-2,-2,-2,-2,39935,39965,6951,60654,36135,13158,28064,-26033,114357,25352,-9819,42970,30821.166666666668,0
A388,1000000,1,0,1,0,-1,-1,-1,-1,-1,-1,4833,14227,4320,2238,5775,0,0,-513,-2068,3537,-5775,0,4426.666666666667,0
A389,1500000,1,0,0,1,-1,-1,-1,-1,-1,-1,2744,2744,0,693,15720,0,0,-2744,1040,15373,-15720,0,3192.8333333333335,0
A390,100000,1,2,1,0,0,0,0,0,-1,-1,38575,3488,8951,1753,23100,44181,4495,-38575,-45447,-44486,22130,-23343,14328.0,0
A391,1000000,1,1,0,1,3,2,0,0,0,0,337865,0,16401,12705,13860,13860,11781,-370667,-345227,-348563,-355458,-363418,11434.5,0
A392,100000,1,2,1,1,1,2,0,0,0,0,14518,0,3465,2310,2310,2310,2310,-21448,-17722,-19381,-21023,-22629,2117.5,1
A394,400000,0,2,0,0,0,0,-1,-1,-2,-2,285107,23100,12128,0,0,0,0,-285107,-12128,0,0,0,5871.333333333333,0
A395,1000000,0,0,1,1,0,0,0,0,-1,-1,215791,32428,11592,23100,7286,31423,21227,-215791,-194310,-66258,24137,-10196,21176.0,0
A396,300000,1,0,1,1,-1,-1,2,-1,-1,2,1666,1666,0,6544,2310,0,4620,-1666,-14061,-4052,-714,-9607,2523.3333333333335,0
A397,1000000,0,2,0,1,0,0,0,0,0,0,359970,14091,9822,11550,6422,11275,6930,-359970,-223689,-206105,-185867,-170707,10015.0,0
A399,100000,0,2,0,2,1,2,0,0,0,0,25244,0,2772,1155,1155,1155,1155,-30788,-27581,-28277,-28977,-29649,1232.0,1
A400,200000,0,2,0,0,1,-2,-2,-2,-1,-1,0,0,0,0,30882,0,0,0,0,61764,-30882,0,5147.0,0
A401,200000,1,1,1,0,0,0,0,0,-1,-1,11675,2439,2310,92,3181,2495,882,-11675,-5405,-4597,-686,-1613,1899.8333333333333,1
A402,1000000,0,0,0,2,-1,-1,-1,0,0,-1,3631,3631,384003,7789,9282,1386,1386,380372,-376200,-389468,-395052,0,67912.83333333333,0
A403,400000,1,2,1,0,0,0,0,0,0,0,260723,13507,7884,8944,8004,8378,11550,-260723,-213945,-219210,-213322,-217886,9711.166666666666,0
A405,500000,0,1,1,0,1,-1,-1,-1,-2,-1,81543,81543,2310,0,0,2876,0,-79233,-2310,0,5752,-2876,14454.833333333334,0
A406,200000,0,2,0,1,0,0,0,0,0,2,104072,6930,4158,6930,13860,6699,4620,-104072,-106500,-111635,-123698,-130416,7199.5,0
A409,100000,0,1,0,2,-1,-1,-1,0,-1,-1,13592,13592,25747,0,18693,3615,6052,12155,-25747,-17969,-15078,2437,11283.166666666666,0
A410,1000000,0,0,1,1,-1,-1,-1,-1,-1,-1,16567,16706,10910,4701,96521,60309,85969,-5657,-6168,91834,-35743,25946,45852.666666666664,0
A411,1500000,0,2,0,1,-1,-1,-1,-1,-1,-1,820,820,820,2781,5493,14655,34394,0,1961,2712,9162,19739,9827.166666666666,0
A412,100000,1,2,1,0,0,0,0,0,0,0,16239,4620,4620,2310,0,0,0,-16239,-19529,-21839,-13361,0,1925.0,1
A413,400000,0,0,1,0,0,0,0,0,0,0,18219,9240,9240,5775,545,3927,171,-18219,-23368,-21044,-15015,-13569,4816.333333333333,0
A414,400000,0,2,1,2,-2,-2,-2,-2,-2,-2,7,30799,30799,30799,61592,0,27519,61591,61591,123177,-30799,55038,30251.333333333332,0
A415,400000,1,0,1,1,1,2,2,2,0,0,198198,0,17094,0,7623,16170,0,-232386,-210769,-219448,-207043,-218611,6814.5,1
A417,500000,0,2,0,1,0,0,0,0,0,0,436955,18519,18480,18480,20790,16170,13860,-436955,-440214,-442896,-395631,-350081,17716.5,0
A418,400000,1,2,1,1,0,0,0,0,0,0,297454,15015,11550,11550,11550,13860,11550,-297454,-300559,-299803,-280917,-285484,12512.5,0
A419,1000000,0,1,0,1,0,0,0,0,0,0,118159,6526,6840,3696,3647,3909,2467,-118159,-111917,-113070,-115424,-84770,4514.166666666667,0
A420,200000,1,1,0,2,2,0,0,-1,0,0,122271,6930,9240,122622,2929,1635,1534,-122271,-127332,-75553,-43490,-44403,24148.333333333332,0
A421,1000000,1,0,0,2,-1,-1,-1,-1,0,0,2456,2467,211778,104149,5135,4830,22846,209322,-107221,-226154,-195826,-177757,58534.166666666664,0
A422,1000000,0,2,1,0,0,0,0,0,0,-2,966941,41580,43176,11612,6930,7087,404379,-966941,-984836,-195731,-149258,801671,85794.0,0
A423,300000,1,0,1,1,1,2,-1,-1,-1,0,5482,0,5482,3407,9240,6930,5482,-16446,-2075,5833,-236,-7279,5090.166666666667,0
A424,200000,1,2,1,1,0,0,0,0,0,0,66202,4620,69300,2310,2310,2310,3465,-66202,-133525,-63668,-65197,-66683,14052.5,0
A426,200000,1,2,1,0,0,0,0,0,0,0,60845,3391,4620,0,4620,0,0,-60845,-38189,-36456,-41076,-21830,2105.1666666666665,0
A427,500000,1,2,1,0,0,0,0,0,0,0,388537,13696,7558,10076,11642,7380,243,-388537,-224585,-466930,-237570,-92388,8432.5,0
A428,1000000,0,0,0,2,0,-1,0,0,0,0,24472,24486,69300,46200,34650,23100,23100,44828,-72839,-107050,-130679,-150769,36806.0,0
A429,100000,1,2,1,2,0,0,2,0,0,0,24206,10395,0,2310,2310,2310,2310,-24206,-28106,-24705,-26253,-28113,3272.5,0
A431,1000000,1,1,1,1,-2,-2,-2,-2,-2,-2,-102,0,20695,0,16316,0,53684,41492,-20594,32713,-16235,107636,15115.833333333334,0
A432,1000000,0,2,0,1,-1,-1,-1,0,-1,2,5308,5334,6091,5,12860,18,6306,783,-6075,-2088,-12823,-18960,5102.333333333333,1
A433,400000,0,1,0,2,-1,-1,-1,-1,-1,-1,4657,4657,7852,3347,12913,16895,3647,3195,-4470,9566,4093,-13248,8218.5,0
A434,1000000,0,0,1,1,-1,2,2,-2,-1,-1,1765,5,0,0,1617,0,0,-1765,30,3264,-1587,102,270.3333333333333,0
A436,500000,1,0,0,2,-1,-1,-1,-1,-1,-1,901,901,901,901,13920,17117,901,0,0,13019,3197,-16216,5773.5,1
A437,1000000,0,2,0,1,1,-2,-2,-2,-2,-2,-23,0,0,0,0,0,0,23,23,23,23,23,0.0,0
A438,200000,1,2,1,2,0,0,0,-2,-2,-2,10266,2310,0,0,0,0,0,-10266,0,0,0,0,385.0,0
A439,1000000,0,1,0,2,0,0,0,-1,-1,0,385585,17556,17374,8787,371672,12007,13860,-385585,-353643,362885,-346581,-341887,73542.66666666667,0
A440,500000,0,0,0,1,-1,-1,-1,-1,0,0,3768,3768,50122,29238,1314,6930,57750,46354,-20884,-27924,-26216,-20804,24853.666666666668,0
A441,1000000,1,0,0,2,-2,-2,-2,-2,-2,-2,-9,0,1903,71943,59284,6029,4234,3815,142001,49208,-101488,5467,23898.833333333332,0
A442,1000000,0,2,1,0,0,0,0,0,0,0,39406,3696,3003,1502,1617,2310,1733,-39406,-41053,-41873,-42818,-44407,2310.1666666666665,0
A443,300000,1,0,1,1,0,0,2,2,2,2,102409,12816,0,13054,4334,0,4620,-102409,-126177,-120093,-113640,-120704,5804.0,0
A445,1500000,0,0,0,1,1,-1,-1,-2,-1,-1,2559,2869,878,51,5948,6951,13920,-1681,-827,12520,1626,7607,5102.833333333333,0
A446,300000,0,0,1,1,-1,-1,-1,-1,-1,-1,5736,5736,582,3647,515,973,19007,-5154,3069,-3132,458,18034,5076.666666666667,0
A447,200000,0,1,1,1,0,0,0,-1,-1,-1,12451,2596,2333,3054,1155,404,3075,-12451,-14498,-1899,-751,2671,2102.8333333333335,0
A449,400000,0,0,1,0,-1,-1,-1,-1,-1,-1,6840,6907,9644,3943,10377,14204,80092,2804,-5701,6434,3827,65888,20861.166666666668,1
A450,400000,0,0,1,1,0,0,0,0,0,-1,351533,25410,13860,92400,97020,80573,464950,-351533,-344913,-299764,-314354,394929,129035.5,0
A453,200000,0,0,1,0,0,0,2,0,0,0,102601,13860,0,4620,4620,4620,4620,-102601,-109510,-102522,-105502,-108011,5390.0,0
A454,200000,1,2,0,1,0,0,0,0,0,0,176082,5449,4031,3985,3936,3996,3874,-176082,-114680,-116043,-108602,-109898,4211.833333333333,0
A455,200000,1,2,0,1,0,0,-1,0,-1,-1,0,0,5826,0,2913,3299,2913,0,-5826,-2913,386,-386,2491.8333333333335,0
A456,100000,0,2,0,2,2,0,0,0,0,0,41855,3038,5546,2079,1638,3576,0,-41855,-44844,-45516,-45191,-47103,2646.1666666666665,0
A458,200000,1,0,1,0,1,2,2,2,2,2,32282,0,27720,2541,2310,0,5775,-87722,-64521,-64939,-61326,-71541,6391.0,0
